,first_name,second_name,position,assists,goals_scored,total_points,threat_rank,influence_rank,creativity_rank,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,now_cost,points_per_million
691,Morgan,Gibbs-White,MID,0,1,22,270,385,252,407,6,112.8,85.0,114.0,3,87,31.3,0,0,1,4.9,4.489795918367347
692,Pedro,Lomba Neto,MID,8,5,124,46,73,10,2549,38,1007.3,594.2,722.0,10,492,232.5,9,0,4,5.5,22.545454545454547
693,Bruno André,Cavaco Jordao,MID,0,0,0,559,593,578,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
694,Leonardo,Campana,FWD,0,0,0,665,680,672,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.7,0.0
695,Fabio,Silva,FWD,3,4,72,42,271,211,1352,29,166.1,238.2,758.0,5,198,114.9,0,0,2,5.2,13.846153846153845
696,Fernando,Marçal,DEF,0,0,19,406,374,333,618,9,61.7,102.6,13.0,0,104,17.9,1,0,2,4.7,4.042553191489362
697,Vitor,Ferreira,MID,1,0,26,323,390,207,509,8,179.0,80.0,72.0,0,112,33.3,0,0,0,4.7,5.531914893617021
698,Ki-Jana,Hoever,DEF,0,0,13,381,377,334,573,11,59.7,100.4,26.0,0,80,18.7,0,0,1,4.4,2.954545454545454
699,Nélson,Cabral Semedo,DEF,3,1,109,135,72,82,2983,45,412.9,595.2,297.0,11,548,130.7,9,0,5,5.1,21.372549019607845
700,Meritan,Shabani,MID,0,0,0,577,607,595,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
701,Rayan,Ait Nouri,DEF,1,1,54,193,269,177,1400,23,234.5,243.2,196.0,6,264,67.4,3,0,1,5.0,10.8
702,Owen,Otasowie,MID,1,0,9,370,427,381,185,6,25.9,38.2,34.0,0,33,9.8,0,0,1,4.5,2.0
703,Theo,Corbeanu,MID,0,0,1,582,478,401,8,0,15.1,9.0,0.0,0,5,2.4,0,0,0,4.4,0.22727272727272727
704,Taylor,Perry,MID,0,0,0,578,608,596,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
705,Luke,Cundle,MID,0,0,0,614,638,628,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
706,Lewis,Richards,DEF,0,0,0,507,551,530,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
707,Christian,Marques,DEF,0,0,0,478,526,502,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
708,Andreas,Söndergaard,GK,0,0,0,512,556,535,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
709,Patrick,Cutrone,FWD,0,0,2,436,710,711,23,0,0.0,0.0,4.0,0,5,0.2,0,0,0,5.9,0.3389830508474576
710,Nigel,Lonwijk,DEF,0,0,0,476,524,500,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
711,Willian José,Da Silva,FWD,1,1,40,157,384,212,1106,13,165.9,89.6,256.0,3,131,50.9,5,0,0,6.8,5.882352941176471
712,Hugo,Bueno,DEF,0,0,0,523,567,546,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
